Cloud cover [1/8],Date,Snow depth [cm],Average temperature [°C],latitude,longitude,Average radiation
Clear (0/8),2004-04-06,63,0.2,66.16575626929145,29.152157226680888,193.9333333333333
Clear (0/8),2004-04-07,61,2.2,66.16575626929145,29.152157226680888,306.1
Clear (0/8),2004-04-08,60,3.2,66.16575626929145,29.152157226680888,286.93333333333334
Partly cloudy (5/8),2004-04-09,58,1.8,66.16575626929145,29.152157226680888,242.0
Mostly cloudy (7/8),2004-04-10,56,-1,66.16575626929145,29.152157226680888,176.96666666666667
Mostly cloudy (7/8),2004-04-11,54,-2.2,66.16575626929145,29.152157226680888,253.46666666666667
Mostly cloudy (7/8),2004-04-12,53,-1.4,66.16575626929145,29.152157226680888,301.0
Cloudy (8/8),2004-04-13,53,-0.4,66.16575626929145,29.152157226680888,381.73333333333335
Partly cloudy (5/8),2004-04-14,55,-2,66.16575626929145,29.152157226680888,13.266666666666666
Mostly cloudy (7/8),2004-04-15,55,-0.5,66.16575626929145,29.152157226680888,214.86666666666665
Mostly cloudy (7/8),2004-04-16,53,2,66.16575626929145,29.152157226680888,85.93333333333334
Cloudy (8/8),2004-04-17,51,3.9,66.16575626929145,29.152157226680888,260.9
Partly cloudy (5/8),2004-04-18,47,4.2,66.16575626929145,29.152157226680888,172.36666666666667
Partly cloudy (5/8),2004-04-19,44,-2.3,66.16575626929145,29.152157226680888,216.96666666666667
Mostly cloudy (7/8),2004-04-20,43,-7,66.16575626929145,29.152157226680888,9.266666666666666
Mostly cloudy (7/8),2004-04-21,44,-6.4,66.16575626929145,29.152157226680888,194.46666666666667
Clear (0/8),2004-04-22,43,-4.4,66.16575626929145,29.152157226680888,309.1666666666667
Mostly cloudy (7/8),2004-04-23,43,-6.9,66.16575626929145,29.152157226680888,359.1666666666667
Clear (0/8),2004-04-24,42,-5,66.16575626929145,29.152157226680888,340.8666666666666
Mostly clear (3/8),2004-04-25,42,-0.1,66.16575626929145,29.152157226680888,306.9
Mostly cloudy (7/8),2004-04-26,40,3.3,66.16575626929145,29.152157226680888,298.1
Mostly cloudy (7/8),2004-04-27,39,4.7,66.16575626929145,29.152157226680888,303.6666666666667
Clear (0/8),2004-04-28,35,6,66.16575626929145,29.152157226680888,267.0
Clear (0/8),2004-04-29,33,5.2,66.16575626929145,29.152157226680888,161.1
Mostly cloudy (7/8),2004-04-30,31,4.7,66.16575626929145,29.152157226680888,274.3
Mostly cloudy (7/8),2004-05-01,29,2.2,66.16575626929145,29.152157226680888,206.4666666666667
Clear (0/8),2004-05-02,27,3,66.16575626929145,29.152157226680888,281.3666666666668
Mostly cloudy (7/8),2004-05-03,24,8.9,66.16575626929145,29.152157226680888,262.0
Clear (0/8),2004-05-04,18,11.3,66.16575626929145,29.152157226680888,53.56666666666667
Mostly cloudy (7/8),2004-05-05,10,8.7,66.16575626929145,29.152157226680888,220.9333333333333
Mostly cloudy (7/8),2004-05-06,3,11.4,66.16575626929145,29.152157226680888,367.6666666666667
Clear (0/8),2004-05-07,0,11.3,66.16575626929145,29.152157226680888,273.2
Clear (0/8),2004-05-08,-1,11.8,66.16575626929145,29.152157226680888,239.1
Clear (1/8),2004-05-09,-1,3.9,66.16575626929145,29.152157226680888,186.46666666666667
Cloudy (8/8),2004-05-10,0,-5.1,66.16575626929145,29.152157226680888,121.33333333333331
Mostly cloudy (7/8),2004-05-11,0,-4.3,66.16575626929145,29.152157226680888,305.8666666666668
Partly cloudy (5/8),2004-05-12,0,-2.2,66.16575626929145,29.152157226680888,279.53333333333336
Clear (1/8),2004-05-13,-1,-1.2,66.16575626929145,29.152157226680888,226.16666666666663
Clear (0/8),2004-05-14,-1,1.6,66.16575626929145,29.152157226680888,100.23333333333336
Partly cloudy (5/8),2004-05-15,-1,0.1,66.16575626929145,29.152157226680888,184.93333333333337
Mostly cloudy (7/8),2004-05-16,-1,-1,66.16575626929145,29.152157226680888,91.0
Cloudy (8/8),2004-05-17,-1,0.8,66.16575626929145,29.152157226680888,323.9
Cloudy (8/8),2004-05-18,-1,4.5,66.16575626929145,29.152157226680888,34.7
Mostly cloudy (7/8),2004-05-19,-1,4.9,66.16575626929145,29.152157226680888,97.3
Clear (1/8),2004-05-20,-1,4.9,66.16575626929145,29.152157226680888,300.6666666666667
Mostly cloudy (7/8),2004-05-21,-1,6.4,66.16575626929145,29.152157226680888,75.60000000000001
Clear (1/8),2004-05-22,-1,5.9,66.16575626929145,29.152157226680888,81.7
Cloudy (8/8),2004-05-23,-1,3.5,66.16575626929145,29.152157226680888,154.36666666666667
Cloudy (8/8),2004-05-24,-1,2.3,66.16575626929145,29.152157226680888,194.03333333333333
Mostly cloudy (7/8),2004-05-25,-1,2.1,66.16575626929145,29.152157226680888,218.0666666666667
Mostly cloudy (7/8),2004-05-26,-1,4.6,66.16575626929145,29.152157226680888,307.06666666666666
Mostly cloudy (7/8),2004-05-27,-1,4.4,66.16575626929145,29.152157226680888,162.70000000000002
Mostly cloudy (7/8),2004-05-28,-1,6.1,66.16575626929145,29.152157226680888,265.8666666666667
Cloudy (8/8),2004-05-29,-1,2.6,66.16575626929145,29.152157226680888,147.73333333333332
Cloudy (8/8),2004-05-30,-1,3.1,66.16575626929145,29.152157226680888,204.03333333333333
Clear (1/8),2004-05-31,-1,5.6,66.16575626929145,29.152157226680888,106.93333333333334
Mostly cloudy (7/8),2004-06-01,-1,5.2,66.16575626929145,29.152157226680888,237.06666666666663
Clear (0/8),2004-06-02,-1,5.1,66.16575626929145,29.152157226680888,266.90000000000003
Cloudy (8/8),2004-06-03,-1,9.3,66.16575626929145,29.152157226680888,344.1666666666667
Partly cloudy (5/8),2004-06-04,-1,7.6,66.16575626929145,29.152157226680888,366.56666666666666
Clear (0/8),2004-06-05,-1,7.7,66.16575626929145,29.152157226680888,316.0
Cloudy (8/8),2004-06-06,-1,4.7,66.16575626929145,29.152157226680888,112.76666666666668
Cloudy (8/8),2004-06-07,-1,2.6,66.16575626929145,29.152157226680888,55.900000000000006
Cloudy (8/8),2004-06-08,-1,4.3,66.16575626929145,29.152157226680888,46.76666666666667
Partly cloudy (5/8),2004-06-09,-1,4.6,66.16575626929145,29.152157226680888,371.6666666666667
Mostly cloudy (7/8),2004-06-10,-1,9,66.16575626929145,29.152157226680888,175.29999999999998
Mostly cloudy (7/8),2004-06-11,-1,8.8,66.16575626929145,29.152157226680888,53.46666666666667
Mostly cloudy (7/8),2004-06-12,-1,12.2,66.16575626929145,29.152157226680888,55.6
Mostly cloudy (7/8),2004-06-13,-1,11.8,66.16575626929145,29.152157226680888,284.7
Clear (0/8),2004-06-14,-1,6.6,66.16575626929145,29.152157226680888,126.86666666666666
Mostly cloudy (7/8),2004-06-15,-1,5.8,66.16575626929145,29.152157226680888,281.1
Mostly cloudy (7/8),2004-06-16,-1,4.5,66.16575626929145,29.152157226680888,29.5
Mostly cloudy (7/8),2004-06-17,-1,4.5,66.16575626929145,29.152157226680888,126.86666666666667
Cloudy (8/8),2004-06-18,-1,8.7,66.16575626929145,29.152157226680888,162.9
Clear (0/8),2004-06-19,-1,10.9,66.16575626929145,29.152157226680888,219.5
Mostly cloudy (7/8),2004-06-20,-1,12.2,66.16575626929145,29.152157226680888,322.3666666666667
Mostly cloudy (7/8),2004-06-21,-1,12.4,66.16575626929145,29.152157226680888,140.4
Clear (1/8),2004-06-22,-1,12.3,66.16575626929145,29.152157226680888,263.90000000000003
Mostly cloudy (7/8),2004-06-23,-1,11.5,66.16575626929145,29.152157226680888,171.03703703703704
Partly cloudy (5/8),2004-06-24,-1,14.9,66.16575626929145,29.152157226680888,222.09259259259255
Clear (1/8),2004-06-25,-1,13.8,66.16575626929145,29.152157226680888,231.4
Mostly clear (3/8),2004-06-26,-1,13.4,66.16575626929145,29.152157226680888,191.83333333333331
Mostly cloudy (7/8),2004-06-27,-1,14.9,66.16575626929145,29.152157226680888,133.9
Cloudy (8/8),2004-06-28,-1,16.2,66.16575626929145,29.152157226680888,53.20000000000001
Mostly cloudy (7/8),2004-06-29,-1,10.4,66.16575626929145,29.152157226680888,135.23333333333332
Mostly cloudy (7/8),2004-06-30,-1,13.4,66.16575626929145,29.152157226680888,39.73333333333333
Mostly cloudy (7/8),2004-07-01,-1,17,66.16575626929145,29.152157226680888,151.56666666666666
Mostly cloudy (7/8),2004-07-02,-1,15.9,66.16575626929145,29.152157226680888,252.2
Mostly clear (3/8),2004-07-03,-1,15,66.16575626929145,29.152157226680888,12.4
Clear (0/8),2004-07-04,-1,14.4,66.16575626929145,29.152157226680888,231.03333333333333
Clear (0/8),2004-07-05,-1,15.8,66.16575626929145,29.152157226680888,207.46666666666667
Clear (0/8),2004-07-06,-1,15.1,66.16575626929145,29.152157226680888,203.73333333333332
Mostly cloudy (7/8),2004-07-07,-1,14.1,66.16575626929145,29.152157226680888,119.23333333333336
Mostly cloudy (7/8),2004-07-08,-1,14.1,66.16575626929145,29.152157226680888,302.06666666666666
Partly cloudy (5/8),2004-07-09,-1,11.6,66.16575626929145,29.152157226680888,124.63333333333333
Mostly cloudy (7/8),2004-07-10,-1,11.9,66.16575626929145,29.152157226680888,119.13333333333333
Clear (0/8),2004-07-11,-1,13.9,66.16575626929145,29.152157226680888,97.86666666666667
Mostly cloudy (7/8),2004-07-12,-1,13.1,66.16575626929145,29.152157226680888,153.3
Mostly cloudy (7/8),2004-07-13,-1,13.9,66.16575626929145,29.152157226680888,121.5
Clear (0/8),2004-07-14,-1,13.9,66.16575626929145,29.152157226680888,129.1
Mostly cloudy (7/8),2004-07-15,-1,13.7,66.16575626929145,29.152157226680888,202.5666666666667
Mostly cloudy (7/8),2004-07-16,-1,11.7,66.16575626929145,29.152157226680888,253.6
Mostly cloudy (7/8),2004-07-17,-1,13.5,66.16575626929145,29.152157226680888,156.6
Cloudy (8/8),2004-07-18,-1,13.3,66.16575626929145,29.152157226680888,360.8666666666666
Clear (0/8),2004-07-19,-1,17.1,66.16575626929145,29.152157226680888,203.43333333333337
Mostly cloudy (7/8),2004-07-20,-1,17,66.16575626929145,29.152157226680888,170.5
Mostly cloudy (7/8),2004-07-21,-1,12.8,66.16575626929145,29.152157226680888,124.09999999999998
Cloudy (8/8),2004-07-22,-1,10.4,66.16575626929145,29.152157226680888,190.30000000000004
Clear (0/8),2004-07-23,-1,14.5,66.16575626929145,29.152157226680888,239.4333333333333
-,2004-07-24,-1,16,66.16575626929145,29.152157226680888,197.13333333333333
Partly cloudy (5/8),2004-07-25,-1,16,66.16575626929145,29.152157226680888,120.16666666666669
Clear (0/8),2004-07-26,-1,16.1,66.16575626929145,29.152157226680888,142.0
Clear (0/8),2004-07-27,-1,14.3,66.16575626929145,29.152157226680888,85.13333333333333
Mostly cloudy (7/8),2004-07-28,-1,13.2,66.16575626929145,29.152157226680888,9.033333333333331
Cloudy (8/8),2004-07-29,-1,13.9,66.16575626929145,29.152157226680888,8.866666666666667
Clear (0/8),2004-07-30,-1,14.5,66.16575626929145,29.152157226680888,165.9
Clear (0/8),2004-07-31,-1,14.3,66.16575626929145,29.152157226680888,162.66666666666666
Clear (0/8),2004-08-01,-1,14.9,66.16575626929145,29.152157226680888,273.1666666666667
Clear (0/8),2004-08-02,-1,15.6,66.16575626929145,29.152157226680888,236.4333333333333
Clear (0/8),2004-08-03,-1,17.7,66.16575626929145,29.152157226680888,91.7
Mostly cloudy (7/8),2004-08-04,-1,18,66.16575626929145,29.152157226680888,218.30000000000004
Mostly cloudy (7/8),2004-08-05,-1,16.4,66.16575626929145,29.152157226680888,269.1
Clear (1/8),2004-08-06,-1,18.6,66.16575626929145,29.152157226680888,310.13333333333327
Cloudy (8/8),2004-08-07,-1,17.7,66.16575626929145,29.152157226680888,254.7333333333333
Mostly cloudy (7/8),2004-08-08,-1,13.1,66.16575626929145,29.152157226680888,164.53333333333333
Cloudy (8/8),2004-08-09,-1,11.9,66.16575626929145,29.152157226680888,209.76666666666668
Mostly cloudy (7/8),2004-08-10,-1,11.9,66.16575626929145,29.152157226680888,257.6
Cloudy (8/8),2004-08-11,-1,10.2,66.16575626929145,29.152157226680888,130.83333333333334
Mostly cloudy (7/8),2004-08-12,-1,8.2,66.16575626929145,29.152157226680888,189.3
Partly cloudy (5/8),2004-08-13,-1,5.7,66.16575626929145,29.152157226680888,216.1
Mostly cloudy (7/8),2004-08-14,-1,4.9,66.16575626929145,29.152157226680888,257.96666666666664
Clear (0/8),2004-08-15,-1,7.7,66.16575626929145,29.152157226680888,171.13333333333333
Mostly cloudy (7/8),2004-08-16,-1,6.7,66.16575626929145,29.152157226680888,188.13333333333333
Cloudy (8/8),2004-08-17,-1,7.2,66.16575626929145,29.152157226680888,25.1
Cloudy (8/8),2004-08-18,-1,6.6,66.16575626929145,29.152157226680888,54.0
Cloudy (8/8),2004-08-19,-1,7.5,66.16575626929145,29.152157226680888,124.86666666666667
Mostly cloudy (7/8),2004-08-20,-1,5.3,66.16575626929145,29.152157226680888,102.3
Cloudy (8/8),2004-08-21,-1,11.5,66.16575626929145,29.152157226680888,116.46666666666668
Cloudy (8/8),2004-08-22,-1,12,66.16575626929145,29.152157226680888,121.56666666666666
Mostly cloudy (7/8),2004-08-23,-1,11.2,66.16575626929145,29.152157226680888,145.66666666666666
Partly cloudy (5/8),2004-08-24,-1,6,66.16575626929145,29.152157226680888,225.9666666666667
Mostly cloudy (7/8),2004-08-25,-1,5,66.16575626929145,29.152157226680888,189.9666666666667
Mostly cloudy (7/8),2004-08-26,-1,6.1,66.16575626929145,29.152157226680888,3.366666666666667
Mostly cloudy (7/8),2004-08-27,-1,8,66.16575626929145,29.152157226680888,134.06666666666666
Clear (0/8),2004-08-28,-1,8.7,66.16575626929145,29.152157226680888,50.06666666666666
Mostly cloudy (7/8),2004-08-29,-1,11.2,66.16575626929145,29.152157226680888,185.03333333333333
Mostly cloudy (7/8),2004-08-30,-1,11.8,66.16575626929145,29.152157226680888,90.96666666666664
Clear (0/8),2004-08-31,-1,10.8,66.16575626929145,29.152157226680888,131.53333333333333
Partly cloudy (5/8),2004-09-01,-1,12.3,66.16575626929145,29.152157226680888,34.833333333333336
Cloudy (8/8),2004-09-02,-1,11.7,66.16575626929145,29.152157226680888,15.16666666666667
Mostly cloudy (7/8),2004-09-03,-1,8.4,66.16575626929145,29.152157226680888,25.3
Mostly cloudy (7/8),2004-09-04,-1,7.8,66.16575626929145,29.152157226680888,97.83333333333331
Mostly cloudy (7/8),2004-09-05,-1,12.5,66.16575626929145,29.152157226680888,126.8
Partly cloudy (5/8),2004-09-06,-1,9.3,66.16575626929145,29.152157226680888,100.9
Partly cloudy (5/8),2004-09-07,-1,6,66.16575626929145,29.152157226680888,157.33333333333334
Cloudy (8/8),2004-09-08,-1,1.7,66.16575626929145,29.152157226680888,171.26666666666665
Mostly clear (3/8),2004-09-09,-1,3.7,66.16575626929145,29.152157226680888,108.33333333333331
Cloudy (8/8),2004-09-10,-1,8.1,66.16575626929145,29.152157226680888,159.20000000000002
Clear (0/8),2004-09-11,-1,4.5,66.16575626929145,29.152157226680888,242.46666666666667
Mostly clear (3/8),2004-09-12,-1,5.3,66.16575626929145,29.152157226680888,9.7
Cloudy (8/8),2004-09-13,-1,4.7,66.16575626929145,29.152157226680888,109.36666666666667
Clear (0/8),2004-09-14,-1,4.4,66.16575626929145,29.152157226680888,81.66666666666667
Cloudy (8/8),2004-09-15,-1,3.1,66.16575626929145,29.152157226680888,137.66666666666666
Mostly cloudy (7/8),2004-09-16,-1,3.4,66.16575626929145,29.152157226680888,160.58666666666667
Mostly cloudy (7/8),2004-09-17,-1,2.2,66.16575626929145,29.152157226680888,79.96666666666667
Mostly cloudy (7/8),2004-09-18,-1,2.6,66.16575626929145,29.152157226680888,2.833333333333333
Mostly cloudy (7/8),2004-09-19,-1,3.8,66.16575626929145,29.152157226680888,17.233333333333334
Cloudy (8/8),2004-09-20,-1,7.9,66.16575626929145,29.152157226680888,161.96666666666667
Cloudy (8/8),2004-09-21,-1,7.7,66.16575626929145,29.152157226680888,13.0
Cloudy (8/8),2004-09-22,-1,8.4,66.16575626929145,29.152157226680888,9.666666666666666
Mostly cloudy (7/8),2004-09-23,-1,6.8,66.16575626929145,29.152157226680888,24.86666666666667
Mostly cloudy (7/8),2004-09-24,-1,6.3,66.16575626929145,29.152157226680888,44.13333333333333
Clear (1/8),2004-09-25,-1,6.6,66.16575626929145,29.152157226680888,33.76666666666667
Mostly cloudy (7/8),2004-09-26,-1,6.3,66.16575626929145,29.152157226680888,123.13333333333334
Cloudy (8/8),2004-09-27,-1,6.2,66.16575626929145,29.152157226680888,4.7
Mostly cloudy (7/8),2004-09-28,-1,7.5,66.16575626929145,29.152157226680888,12.666666666666666
Cloudiness cannot be determined (9/8),2004-09-29,-1,5.3,66.16575626929145,29.152157226680888,50.16666666666666
Cloudy (8/8),2004-09-30,-1,3.6,66.16575626929145,29.152157226680888,150.73333333333335
Cloudy (8/8),2004-10-01,-1,4.3,66.16575626929145,29.152157226680888,262.40000000000003
Mostly cloudy (7/8),2004-10-02,-1,4.9,66.16575626929145,29.152157226680888,118.96666666666664
Cloudy (8/8),2004-10-03,-1,2.1,66.16575626929145,29.152157226680888,15.300000000000002
Clear (0/8),2004-10-04,-1,2.9,66.16575626929145,29.152157226680888,96.66666666666669
Cloudy (8/8),2004-10-05,-1,4.9,66.16575626929145,29.152157226680888,5.066666666666666
Mostly cloudy (7/8),2004-10-06,-1,4.8,66.16575626929145,29.152157226680888,11.633333333333333
Cloudy (8/8),2004-10-07,-1,1.7,66.16575626929145,29.152157226680888,73.63333333333334
Cloudy (8/8),2004-10-08,-1,-2.6,66.16575626929145,29.152157226680888,109.06666666666666
Clear (0/8),2004-10-09,-1,-4.3,66.16575626929145,29.152157226680888,186.53333333333333
Clear (0/8),2004-10-10,-1,-3.3,66.16575626929145,29.152157226680888,247.76666666666665
Clear (0/8),2004-10-11,-1,-3.9,66.16575626929145,29.152157226680888,157.5666666666667
Mostly cloudy (7/8),2004-10-12,-1,-0.6,66.16575626929145,29.152157226680888,196.53333333333333
Clear (0/8),2004-10-13,-1,1,66.16575626929145,29.152157226680888,146.34
Mostly cloudy (7/8),2004-10-14,-1,0.8,66.16575626929145,29.152157226680888,103.50333333333332
Cloudy (8/8),2004-10-15,-1,-0.9,66.16575626929145,29.152157226680888,97.3
Cloudy (8/8),2004-10-16,-1,-0.6,66.16575626929145,29.152157226680888,51.23333333333334
Mostly cloudy (7/8),2004-10-17,-1,-2.3,66.16575626929145,29.152157226680888,68.2
Clear (0/8),2004-10-18,-1,-2.6,66.16575626929145,29.152157226680888,6.833333333333333
Mostly cloudy (7/8),2004-10-19,-1,-2.3,66.16575626929145,29.152157226680888,1.7333333333333332
Cloudy (8/8),2004-10-20,-1,-4.7,66.16575626929145,29.152157226680888,5.566666666666667
Cloudy (8/8),2004-10-21,-1,-4,66.16575626929145,29.152157226680888,2.033333333333333
Cloudy (8/8),2004-10-22,1,-0.1,66.16575626929145,29.152157226680888,6.833333333333333
Cloudy (8/8),2004-10-23,0,3,66.16575626929145,29.152157226680888,7.933333333333334
Mostly cloudy (7/8),2004-10-24,-1,1.4,66.16575626929145,29.152157226680888,9.266666666666667
Cloudiness cannot be determined (9/8),2004-10-25,-1,-2.3,66.16575626929145,29.152157226680888,68.2
Cloudy (8/8),2004-10-26,0,-2.1,66.16575626929145,29.152157226680888,2.1
Cloudy (8/8),2004-10-27,0,-0.9,66.16575626929145,29.152157226680888,21.5
Cloudy (8/8),2004-10-28,3,-1.3,66.16575626929145,29.152157226680888,142.36666666666667
Clear (1/8),2004-10-29,2,-5.1,66.16575626929145,29.152157226680888,79.73333333333333
Clear (0/8),2004-10-30,2,-5.3,66.16575626929145,29.152157226680888,53.56666666666666
Clear (1/8),2004-10-31,2,-5.6,66.16575626929145,29.152157226680888,1.8666666666666665
Cloudy (8/8),2004-11-01,6,-1.7,66.16575626929145,29.152157226680888,122.5
Mostly cloudy (7/8),2004-11-02,6,-3.2,66.16575626929145,29.152157226680888,105.0
Mostly cloudy (7/8),2004-11-03,6,1.8,66.16575626929145,29.152157226680888,29.46666666666667
Clear (0/8),2004-11-04,2,0,66.16575626929145,29.152157226680888,1.9333333333333336
Cloudy (8/8),2004-11-05,2,-0.2,66.16575626929145,29.152157226680888,8.766666666666667
Mostly cloudy (7/8),2004-11-06,4,-1.1,66.16575626929145,29.152157226680888,12.066666666666668
Mostly cloudy (7/8),2004-11-07,5,-2.1,66.16575626929145,29.152157226680888,2.233333333333333
Mostly cloudy (7/8),2004-11-08,2,-0.1,66.16575626929145,29.152157226680888,19.433333333333334
Partly cloudy (5/8),2004-11-09,2,0,66.16575626929145,29.152157226680888,15.966666666666669
Cloudy (8/8),2004-11-10,-1,1.4,66.16575626929145,29.152157226680888,1.7999999999999998
Cloudy (8/8),2004-11-11,-1,0.4,66.16575626929145,29.152157226680888,1.7999999999999998
Cloudy (8/8),2004-11-12,-1,-0.2,66.16575626929145,29.152157226680888,1.7666666666666668
Mostly cloudy (7/8),2004-11-13,-1,-2.9,66.16575626929145,29.152157226680888,66.00000000000001
Clear (0/8),2004-11-14,-1,-5.7,66.16575626929145,29.152157226680888,71.0
Cloudy (8/8),2004-11-15,2,-4.2,66.16575626929145,29.152157226680888,1.9666666666666663
Cloudy (8/8),2004-11-16,5,-7,66.16575626929145,29.152157226680888,23.53333333333333
Clear (0/8),2004-11-17,5,-12,66.16575626929145,29.152157226680888,32.06666666666666
Clear (0/8),2004-11-18,5,-12.8,66.16575626929145,29.152157226680888,3.333333333333333
Mostly cloudy (7/8),2004-11-19,5,-11.7,66.16575626929145,29.152157226680888,23.73333333333333
Mostly cloudy (7/8),2004-11-20,6,-12.9,66.16575626929145,29.152157226680888,24.83333333333333
Cloudy (8/8),2004-11-21,6,-15.8,66.16575626929145,29.152157226680888,23.933333333333334
Clear (0/8),2004-11-22,6,-16.8,66.16575626929145,29.152157226680888,15.633333333333336
Partly cloudy (5/8),2004-11-23,6,-12.9,66.16575626929145,29.152157226680888,11.266666666666666
Partly cloudy (5/8),2004-11-24,6,-13,66.16575626929145,29.152157226680888,37.03333333333333
Cloudiness cannot be determined (9/8),2004-11-25,10,-9.1,66.16575626929145,29.152157226680888,37.53333333333334
Mostly cloudy (7/8),2004-11-26,14,-6.9,66.16575626929145,29.152157226680888,31.16666666666666
Cloudy (8/8),2004-11-27,13,-11.2,66.16575626929145,29.152157226680888,81.06666666666668
Cloudy (8/8),2004-11-28,12,-12.6,66.16575626929145,29.152157226680888,20.466666666666665
Mostly cloudy (7/8),2004-11-29,12,-11.1,66.16575626929145,29.152157226680888,7.733333333333333
Clear (1/8),2004-11-30,11,-11.6,66.16575626929145,29.152157226680888,2.2666666666666666
Cloudy (8/8),2004-12-01,13,-6.5,66.16575626929145,29.152157226680888,2.333333333333333
Clear (1/8),2004-12-02,13,-9.2,66.16575626929145,29.152157226680888,4.2
Mostly cloudy (7/8),2004-12-03,13,-9.7,66.16575626929145,29.152157226680888,38.76666666666666
Mostly cloudy (7/8),2004-12-04,13,-10,66.16575626929145,29.152157226680888,2.533333333333333
Cloudy (8/8),2004-12-05,14,-9.2,66.16575626929145,29.152157226680888,2.2
Cloudy (8/8),2004-12-06,14,-10.4,66.16575626929145,29.152157226680888,3.9
Cloudy (8/8),2004-12-07,13,-8.9,66.16575626929145,29.152157226680888,2.3666666666666667
Cloudy (8/8),2004-12-08,23,-6.9,66.16575626929145,29.152157226680888,2.266666666666667
Mostly cloudy (7/8),2004-12-09,22,-7.1,66.16575626929145,29.152157226680888,27.33333333333333
Cloudy (8/8),2004-12-10,22,-5.9,66.16575626929145,29.152157226680888,15.066666666666665
Cloudy (8/8),2004-12-11,21,-3.9,66.16575626929145,29.152157226680888,2.1666666666666665
Mostly cloudy (7/8),2004-12-12,20,-9.3,66.16575626929145,29.152157226680888,49.333333333333336
Partly cloudy (5/8),2004-12-13,20,-9.8,66.16575626929145,29.152157226680888,5.3
Mostly cloudy (7/8),2004-12-14,21,-5.5,66.16575626929145,29.152157226680888,1.9666666666666668
Mostly cloudy (7/8),2004-12-15,21,-1.2,66.16575626929145,29.152157226680888,1.5666666666666669
Clear (0/8),2004-12-16,20,-5.9,66.16575626929145,29.152157226680888,2.3666666666666667
Cloudy (8/8),2004-12-17,21,-1.4,66.16575626929145,29.152157226680888,1.7999999999999998
Mostly cloudy (7/8),2004-12-18,19,-0.8,66.16575626929145,29.152157226680888,4.933333333333334
Mostly cloudy (7/8),2004-12-19,19,-1.6,66.16575626929145,29.152157226680888,2.333333333333333
Cloudy (8/8),2004-12-20,20,-7.7,66.16575626929145,29.152157226680888,5.333333333333333
Cloudy (8/8),2004-12-21,19,-8.9,66.16575626929145,29.152157226680888,20.866666666666667
Mostly cloudy (7/8),2004-12-22,20,-6.5,66.16575626929145,29.152157226680888,1.7666666666666668
Cloudy (8/8),2004-12-23,23,-6.5,66.16575626929145,29.152157226680888,15.166666666666666
Mostly cloudy (7/8),2004-12-24,26,-8.4,66.16575626929145,29.152157226680888,47.56666666666666
Cloudy (8/8),2004-12-25,26,-8.6,66.16575626929145,29.152157226680888,13.6
Mostly cloudy (7/8),2004-12-26,26,-9.6,66.16575626929145,29.152157226680888,10.333333333333334
Cloudy (8/8),2004-12-27,27,-9.7,66.16575626929145,29.152157226680888,44.1
Cloudiness cannot be determined (9/8),2004-12-28,26,-7.3,66.16575626929145,29.152157226680888,2.566666666666667
Mostly cloudy (7/8),2004-12-29,25,-8.6,66.16575626929145,29.152157226680888,2.066666666666667
Mostly cloudy (7/8),2004-12-30,25,-4,66.16575626929145,29.152157226680888,1.7333333333333334
Cloudy (8/8),2004-12-31,26,-3.5,66.16575626929145,29.152157226680888,51.93333333333334
Mostly cloudy (7/8),2005-01-01,26,-5.1,66.16575626929145,29.152157226680888,16.566666666666666
Cloudy (8/8),2005-01-02,27,-4.2,66.16575626929145,29.152157226680888,4.376666666666667
Mostly cloudy (7/8),2005-01-03,26,-6.3,66.16575626929145,29.152157226680888,22.955555555555552
Cloudy (8/8),2005-01-04,28,-5,66.16575626929145,29.152157226680888,5.35925925925926
Cloudy (8/8),2005-01-05,28,-5.9,66.16575626929145,29.152157226680888,11.076666666666666
Cloudy (8/8),2005-01-06,28,-8.6,66.16575626929145,29.152157226680888,8.88
Cloudy (8/8),2005-01-07,27,-9.3,66.16575626929145,29.152157226680888,6.713333333333334
Mostly cloudy (7/8),2005-01-08,34,-7.1,66.16575626929145,29.152157226680888,4.243333333333333
Cloudy (8/8),2005-01-09,34,-9.4,66.16575626929145,29.152157226680888,7.55
Partly cloudy (5/8),2005-01-10,33,-12.1,66.16575626929145,29.152157226680888,7.54
Cloudy (8/8),2005-01-11,32,-6.8,66.16575626929145,29.152157226680888,22.996666666666663
Cloudy (8/8),2005-01-12,34,-4.5,66.16575626929145,29.152157226680888,3.8366666666666656
Mostly cloudy (7/8),2005-01-13,37,-1.4,66.16575626929145,29.152157226680888,3.4933333333333336
Cloudy (8/8),2005-01-14,42,-7.1,66.16575626929145,29.152157226680888,10.37
Clear (0/8),2005-01-15,41,-12.2,66.16575626929145,29.152157226680888,29.796666666666667
Clear (0/8),2005-01-16,38,-11.7,66.16575626929145,29.152157226680888,25.07212121212121
Cloudiness cannot be determined (9/8),2005-01-17,44,-6.4,66.16575626929145,29.152157226680888,11.24888888888889
Mostly cloudy (7/8),2005-01-18,43,-1.1,66.16575626929145,29.152157226680888,11.996666666666668
Cloudy (8/8),2005-01-19,42,-2.4,66.16575626929145,29.152157226680888,16.233333333333334
Cloudy (8/8),2005-01-20,41,-5.3,66.16575626929145,29.152157226680888,26.986666666666668
Cloudy (8/8),2005-01-21,42,-6.1,66.16575626929145,29.152157226680888,15.826666666666668
