Cloud cover [1/8],Date,Snow depth [cm],Unnamed: 0,Average temperature [°C],latitude,longitude,Average radiation
Clear (0/8),2004-09-05,-1,248.0,12.5,63.09919816994788,29.819181926899105,126.8
Mostly cloudy (7/8),2004-09-06,-1,249.0,14.5,63.09919816994788,29.819181926899105,100.9
Clear (0/8),2004-09-07,-1,250.0,9.2,63.09919816994788,29.819181926899105,157.33333333333334
Clear (1/8),2004-09-08,-1,251.0,5.9,63.09919816994788,29.819181926899105,171.26666666666665
Clear (0/8),2004-09-09,-1,252.0,6.3,63.09919816994788,29.819181926899105,108.33333333333331
Cloudy (8/8),2004-09-10,-1,253.0,12.2,63.09919816994788,29.819181926899105,159.20000000000002
Partly cloudy (5/8),2004-09-11,-1,254.0,9.5,63.09919816994788,29.819181926899105,242.46666666666667
Clear (0/8),2004-09-12,-1,255.0,8.2,63.09919816994788,29.819181926899105,9.7
Mostly cloudy (7/8),2004-09-13,-1,256.0,11,63.09919816994788,29.819181926899105,109.36666666666667
Clear (0/8),2004-09-14,-1,257.0,10.3,63.09919816994788,29.819181926899105,81.66666666666667
Partly cloudy (5/8),2004-09-15,-1,258.0,11.8,63.09919816994788,29.819181926899105,137.66666666666666
Partly cloudy (5/8),2004-09-16,-1,259.0,9.3,63.09919816994788,29.819181926899105,160.58666666666667
Mostly cloudy (7/8),2004-09-17,-1,260.0,5.5,63.09919816994788,29.819181926899105,79.96666666666667
Mostly cloudy (7/8),2004-09-18,-1,261.0,9.3,63.09919816994788,29.819181926899105,2.833333333333333
Clear (0/8),2004-09-19,-1,262.0,10.2,63.09919816994788,29.819181926899105,17.233333333333334
Mostly cloudy (7/8),2004-09-20,-1,263.0,11.6,63.09919816994788,29.819181926899105,161.96666666666667
Clear (1/8),2004-09-21,-1,264.0,11.2,63.09919816994788,29.819181926899105,13.0
Cloudy (8/8),2004-09-22,-1,265.0,10.8,63.09919816994788,29.819181926899105,9.666666666666666
Mostly cloudy (7/8),2004-09-23,-1,266.0,10.1,63.09919816994788,29.819181926899105,24.86666666666667
